Datetime,AAPL,GOOG,MSFT
2026-04-08 13:30:00+00:00,257.9399108886719,316.9599914550781,382.95001220703125
2026-04-08 13:31:00+00:00,256.8999938964844,315.4200134277344,383.07879638671875
2026-04-08 13:32:00+00:00,256.8500061035156,315.2900085449219,383.4695129394531
2026-04-08 13:33:00+00:00,257.25,314.8699951171875,382.82000732421875
2026-04-08 13:34:00+00:00,257.9200134277344,315.6000061035156,381.79998779296875
2026-04-08 13:35:00+00:00,257.8500061035156,315.1199951171875,381.4200134277344
2026-04-08 13:36:00+00:00,257.4150085449219,314.67999267578125,381.4700012207031
2026-04-08 13:37:00+00:00,257.0799865722656,314.6499938964844,380.8800048828125
2026-04-08 13:38:00+00:00,257.2900085449219,315.1199951171875,380.9049987792969
2026-04-08 13:39:00+00:00,256.7900085449219,315.70001220703125,380.6499938964844
2026-04-08 13:40:00+00:00,256.6300048828125,315.54998779296875,379.6499938964844
2026-04-08 13:41:00+00:00,256.8349914550781,316.1300048828125,378.8598937988281
2026-04-08 13:42:00+00:00,256.8500061035156,315.6000061035156,379.19500732421875
2026-04-08 13:43:00+00:00,257.0849914550781,315.80999755859375,379.2200012207031
2026-04-08 13:44:00+00:00,257.17498779296875,315.5350036621094,378.55999755859375
2026-04-08 13:45:00+00:00,257.6199951171875,315.1700134277344,378.8500061035156
2026-04-08 13:46:00+00:00,258.3599853515625,316.42999267578125,379.239990234375
2026-04-08 13:47:00+00:00,258.6499938964844,316.2099914550781,379.7650146484375
2026-04-08 13:48:00+00:00,258.54998779296875,315.76470947265625,380.06500244140625
2026-04-08 13:49:00+00:00,258.6434020996094,315.5299987792969,380.20001220703125
2026-04-08 13:50:00+00:00,258.5400085449219,314.4259948730469,379.82000732421875
2026-04-08 13:51:00+00:00,258.07000732421875,313.489990234375,379.4700012207031
2026-04-08 13:52:00+00:00,258.5350036621094,313.0849914550781,379.69000244140625
2026-04-08 13:53:00+00:00,258.4700012207031,312.864990234375,379.30999755859375
2026-04-08 13:54:00+00:00,258.2699890136719,313.2900085449219,379.11749267578125
2026-04-08 13:55:00+00:00,258.2950134277344,313.4800109863281,379.2250061035156
2026-04-08 13:56:00+00:00,258.3999938964844,313.43499755859375,379.3399963378906
2026-04-08 13:57:00+00:00,258.29998779296875,313.4800109863281,379.1098937988281
2026-04-08 13:58:00+00:00,258.42999267578125,313.3200988769531,379.2799987792969
2026-04-08 13:59:00+00:00,258.5199890136719,313.0799865722656,379.1000061035156
2026-04-08 14:00:00+00:00,258.70001220703125,314.04998779296875,379.2200012207031
2026-04-08 14:01:00+00:00,258.3500061035156,313.6199951171875,379.1449890136719
2026-04-08 14:02:00+00:00,258.71990966796875,313.74700927734375,379.125
2026-04-08 14:03:00+00:00,258.7770080566406,313.5400085449219,378.95001220703125
2026-04-08 14:04:00+00:00,258.8550109863281,313.2699890136719,379.1600036621094
2026-04-08 14:05:00+00:00,258.7699890136719,313.2200012207031,379.4200134277344
2026-04-08 14:06:00+00:00,259.18499755859375,313.2149963378906,379.0150146484375
2026-04-08 14:07:00+00:00,259.4800109863281,313.19000244140625,378.8949890136719
2026-04-08 14:08:00+00:00,258.9700012207031,313.0299987792969,378.6199951171875
2026-04-08 14:09:00+00:00,259.3500061035156,313.2298889160156,378.70001220703125
