,AAPL,GOOG,MSFT
2025-05-30 13:30:00+00:00,198.88999938964844,172.1199951171875,
2025-05-30 13:31:00+00:00,199.1699981689453,172.6199951171875,
2025-05-30 13:32:00+00:00,199.2100067138672,172.43789672851562,
2025-05-30 13:33:00+00:00,198.88499450683594,172.3625030517578,
2025-05-30 13:34:00+00:00,198.97000122070312,172.21560668945312,
2025-05-30 13:35:00+00:00,199.16000366210938,172.0399932861328,
2025-05-30 13:36:00+00:00,198.97999572753906,171.9149932861328,
2025-05-30 13:37:00+00:00,198.99000549316406,171.9250030517578,
2025-05-30 13:38:00+00:00,198.4541015625,171.8000030517578,
2025-05-30 13:39:00+00:00,198.47999572753906,171.8000030517578,
2025-05-30 13:40:00+00:00,198.8000030517578,171.5800018310547,
2025-05-30 13:41:00+00:00,198.6531982421875,171.4949951171875,
2025-05-30 13:42:00+00:00,198.5399932861328,171.47000122070312,
2025-05-30 13:43:00+00:00,198.63499450683594,171.72000122070312,
2025-05-30 13:44:00+00:00,198.5800018310547,171.66000366210938,
2025-05-30 13:45:00+00:00,198.9600067138672,171.8000030517578,
2025-05-30 13:46:00+00:00,198.60000610351562,171.6199951171875,
2025-05-30 13:47:00+00:00,198.3699951171875,171.69000244140625,
2025-05-30 13:48:00+00:00,198.4199981689453,171.89999389648438,
2025-05-30 13:49:00+00:00,198.25,171.61399841308594,
2025-05-30 13:50:00+00:00,198.2100067138672,171.50999450683594,
2025-05-30 13:51:00+00:00,198.1750030517578,171.25,
2025-05-30 13:52:00+00:00,198.13999938964844,171.05999755859375,
2025-05-30 13:53:00+00:00,198.25999450683594,171.25999450683594,
2025-05-30 13:54:00+00:00,198.27000427246094,171.5500030517578,
2025-05-30 13:55:00+00:00,198.2574005126953,171.5673065185547,
2025-05-30 13:56:00+00:00,198.18499755859375,171.6199951171875,
2025-05-30 13:57:00+00:00,198.22500610351562,171.72000122070312,
2025-05-30 13:58:00+00:00,198.35000610351562,171.67999267578125,
2025-05-30 13:59:00+00:00,198.24769592285156,171.625,
2025-05-30 14:00:00+00:00,198.47500610351562,172.0399932861328,
2025-05-30 14:01:00+00:00,198.64999389648438,172.00999450683594,
2025-05-30 14:02:00+00:00,198.61000061035156,172.03619384765625,
2025-05-30 14:03:00+00:00,198.58999633789062,172.0800018310547,
2025-05-30 14:04:00+00:00,198.6699981689453,172.0500030517578,
2025-05-30 14:05:00+00:00,199.0749969482422,172.05999755859375,
2025-05-30 14:06:00+00:00,199.02760314941406,171.94000244140625,
2025-05-30 14:07:00+00:00,199.0653076171875,172.03500366210938,
2025-05-30 14:08:00+00:00,198.86000061035156,171.9250030517578,
2025-05-30 14:09:00+00:00,199.02000427246094,171.8300018310547,
2025-05-30 14:10:00+00:00,198.9550018310547,171.8791046142578,
2025-05-30 14:11:00+00:00,199.0074005126953,171.8249969482422,
2025-05-30 14:12:00+00:00,199.25990295410156,172.14999389648438,
2025-05-30 14:13:00+00:00,199.02000427246094,172.1699981689453,
2025-05-30 14:14:00+00:00,198.94500732421875,172.06500244140625,
2025-05-30 14:15:00+00:00,199.13999938964844,172.1199951171875,
2025-05-30 14:16:00+00:00,199.1999969482422,172.10000610351562,
2025-05-30 14:17:00+00:00,199.22000122070312,172.11000061035156,
2025-05-30 14:18:00+00:00,199.1199951171875,172.0500030517578,
2025-05-30 14:19:00+00:00,199.24000549316406,172.1199951171875,
2025-05-30 14:20:00+00:00,199.03880310058594,172.11000061035156,
2025-05-30 14:21:00+00:00,199.1199951171875,172.1199951171875,
2025-05-30 14:22:00+00:00,199.09500122070312,172.0449981689453,
2025-05-30 14:23:00+00:00,199.03919982910156,171.9499969482422,
2025-05-30 14:24:00+00:00,199.00999450683594,171.8800048828125,
2025-05-30 14:25:00+00:00,199.02999877929688,171.75,
2025-05-30 14:26:00+00:00,198.97999572753906,171.625,
2025-05-30 14:27:00+00:00,199.05499267578125,171.6699981689453,
2025-05-30 14:28:00+00:00,199.22000122070312,171.66000366210938,
2025-05-30 14:29:00+00:00,199.24000549316406,171.67999267578125,
2025-05-30 14:30:00+00:00,199.13999938964844,171.82879638671875,
2025-05-30 14:31:00+00:00,199.27499389648438,171.9949951171875,
2025-05-30 14:32:00+00:00,199.2449951171875,171.9600067138672,
2025-05-30 14:33:00+00:00,199.17999267578125,171.8300018310547,
2025-05-30 14:34:00+00:00,199.19000244140625,171.8800048828125,
2025-05-30 14:35:00+00:00,199.22000122070312,171.9149932861328,
2025-05-30 14:36:00+00:00,199.18499755859375,171.8800048828125,
2025-05-30 14:37:00+00:00,199.43499755859375,172.0572967529297,
2025-05-30 14:38:00+00:00,199.3800048828125,171.99000549316406,
2025-05-30 14:39:00+00:00,199.47439575195312,171.92999267578125,
2025-05-30 14:40:00+00:00,199.28500366210938,171.92999267578125,
2025-05-30 14:41:00+00:00,199.35000610351562,171.79879760742188,
2025-05-30 14:42:00+00:00,199.35000610351562,171.82000732421875,
2025-05-30 14:43:00+00:00,199.3699951171875,171.69000244140625,
2025-05-30 14:44:00+00:00,199.14999389648438,171.63999938964844,
2025-05-30 14:45:00+00:00,199.11000061035156,171.58999633789062,
2025-05-30 14:46:00+00:00,199.1999053955078,171.72999572753906,
2025-05-30 14:47:00+00:00,199.44000244140625,171.67999267578125,
2025-05-30 14:48:00+00:00,199.4600067138672,171.6699981689453,
2025-05-30 14:49:00+00:00,199.42999267578125,171.66969299316406,
2025-05-30 14:50:00+00:00,199.27870178222656,171.52999877929688,
2025-05-30 14:51:00+00:00,199.27000427246094,171.5399932861328,
2025-05-30 14:52:00+00:00,199.16900634765625,171.46499633789062,
2025-05-30 14:53:00+00:00,199.13999938964844,171.4499969482422,
2025-05-30 14:54:00+00:00,199.17999267578125,171.52999877929688,
2025-05-30 14:55:00+00:00,199.22000122070312,171.6300048828125,
2025-05-30 14:56:00+00:00,199.2100067138672,171.75,
2025-05-30 14:57:00+00:00,199.16000366210938,171.52000427246094,
2025-05-30 14:58:00+00:00,198.9792022705078,171.53500366210938,
2025-05-30 14:59:00+00:00,199.03500366210938,171.6300048828125,
2025-05-30 15:00:00+00:00,199.1199951171875,171.7324981689453,
2025-05-30 15:01:00+00:00,199.16000366210938,171.66940307617188,
2025-05-30 15:02:00+00:00,199.18789672851562,171.5850067138672,
2025-05-30 15:03:00+00:00,199.30999755859375,171.50999450683594,
2025-05-30 15:04:00+00:00,199.36500549316406,171.38999938964844,
2025-05-30 15:05:00+00:00,199.35000610351562,171.5,
2025-05-30 15:06:00+00:00,199.17999267578125,171.4199981689453,
2025-05-30 15:07:00+00:00,199.25,171.40499877929688,
2025-05-30 15:08:00+00:00,199.2899932861328,171.39999389648438,
2025-05-30 15:09:00+00:00,199.1300048828125,171.3697967529297,
2025-05-30 15:10:00+00:00,198.99000549316406,171.22000122070312,
2025-05-30 15:11:00+00:00,199.0399932861328,171.17999267578125,
2025-05-30 15:12:00+00:00,199.09500122070312,171.11000061035156,
2025-05-30 15:13:00+00:00,199.15499877929688,171.22000122070312,
2025-05-30 15:14:00+00:00,199.10740661621094,171.19000244140625,
2025-05-30 15:15:00+00:00,199.08999633789062,171.27969360351562,
2025-05-30 15:16:00+00:00,198.94000244140625,171.13999938964844,
2025-05-30 15:17:00+00:00,198.90989685058594,171.05999755859375,
2025-05-30 15:18:00+00:00,198.8699951171875,170.9512939453125,
2025-05-30 15:19:00+00:00,198.9149932861328,171.0399932861328,
2025-05-30 15:20:00+00:00,198.9615936279297,171.05499267578125,
2025-05-30 15:21:00+00:00,198.95989990234375,171.0399932861328,
2025-05-30 15:22:00+00:00,199.14500427246094,171.11000061035156,
2025-05-30 15:23:00+00:00,199.0800018310547,171.16009521484375,
2025-05-30 15:24:00+00:00,199.1649932861328,171.19000244140625,
2025-05-30 15:25:00+00:00,199.2050018310547,171.1199951171875,
2025-05-30 15:26:00+00:00,199.32000732421875,171.23890686035156,
2025-05-30 15:27:00+00:00,199.3300018310547,171.3470001220703,
2025-05-30 15:28:00+00:00,199.30999755859375,171.41000366210938,
2025-05-30 15:29:00+00:00,199.30999755859375,171.4499969482422,
2025-05-30 15:30:00+00:00,199.32000732421875,171.52999877929688,
2025-05-30 15:31:00+00:00,199.3000030517578,171.5,
2025-05-30 15:32:00+00:00,198.99000549316406,171.19000244140625,
2025-05-30 15:33:00+00:00,198.99000549316406,171.3000030517578,
2025-05-30 15:34:00+00:00,199.02999877929688,171.02000427246094,
2025-05-30 15:35:00+00:00,199.00999450683594,170.9593963623047,
2025-05-30 15:36:00+00:00,198.89999389648438,170.727294921875,
2025-05-30 15:37:00+00:00,198.8699951171875,170.6999969482422,
2025-05-30 15:38:00+00:00,198.92999267578125,170.75999450683594,
2025-05-30 15:39:00+00:00,198.9600067138672,170.8300018310547,
2025-05-30 15:40:00+00:00,198.83999633789062,170.75,
2025-05-30 15:41:00+00:00,198.8350067138672,170.69000244140625,
