Datetime,AAPL,GOOG,MSFT
2026-04-29 13:30:00+00:00,267.8598937988281,342.69000244140625,422.20001220703125
2026-04-29 13:31:00+00:00,267.4200134277344,344.1600036621094,424.9200134277344
2026-04-29 13:32:00+00:00,268.010009765625,344.5249938964844,423.614990234375
2026-04-29 13:33:00+00:00,268.4549865722656,344.94500732421875,423.3999938964844
2026-04-29 13:34:00+00:00,268.19500732421875,344.32501220703125,422.3800048828125
2026-04-29 13:35:00+00:00,267.760009765625,344.18499755859375,422.760009765625
2026-04-29 13:36:00+00:00,268.0199890136719,344.55999755859375,422.8949890136719
2026-04-29 13:37:00+00:00,268.0320129394531,345.45001220703125,422.8399963378906
2026-04-29 13:38:00+00:00,268.45001220703125,345.5801086425781,422.4125061035156
2026-04-29 13:39:00+00:00,268.625,345.94000244140625,423.1499938964844
2026-04-29 13:40:00+00:00,268.6199951171875,346.0,423.102294921875
2026-04-29 13:41:00+00:00,268.8949890136719,346.1199951171875,423.4356994628906
2026-04-29 13:42:00+00:00,268.625,346.3219909667969,424.2049865722656
2026-04-29 13:43:00+00:00,268.625,346.57000732421875,424.3399963378906
2026-04-29 13:44:00+00:00,268.5000915527344,346.8550109863281,424.489990234375
2026-04-29 13:45:00+00:00,268.7850036621094,346.580810546875,423.7250061035156
2026-04-29 13:46:00+00:00,268.989990234375,347.3999938964844,424.2699890136719
2026-04-29 13:47:00+00:00,268.8500061035156,347.4800109863281,424.44500732421875
2026-04-29 13:48:00+00:00,269.30999755859375,348.30499267578125,424.2449951171875
2026-04-29 13:49:00+00:00,269.3450012207031,348.20001220703125,425.05499267578125
2026-04-29 13:50:00+00:00,269.32000732421875,348.6499938964844,425.80499267578125
2026-04-29 13:51:00+00:00,269.1000061035156,349.04998779296875,425.67999267578125
2026-04-29 13:52:00+00:00,269.0249938964844,348.82989501953125,425.364990234375
2026-04-29 13:53:00+00:00,268.8113098144531,349.05999755859375,426.1449890136719
2026-04-29 13:54:00+00:00,269.0799865722656,349.010009765625,426.64208984375
2026-04-29 13:55:00+00:00,269.19000244140625,349.3299865722656,426.18890380859375
2026-04-29 13:56:00+00:00,268.92999267578125,349.2799987792969,426.2550048828125
2026-04-29 13:57:00+00:00,268.9800109863281,348.6000061035156,425.5350036621094
2026-04-29 13:58:00+00:00,268.8500061035156,349.20001220703125,425.260009765625
2026-04-29 13:59:00+00:00,269.28118896484375,349.7650146484375,425.5450134277344
2026-04-29 14:00:00+00:00,269.29998779296875,349.3949890136719,425.17999267578125
2026-04-29 14:01:00+00:00,269.4549865722656,349.10540771484375,425.1700134277344
2026-04-29 14:02:00+00:00,269.6549987792969,349.1400146484375,424.6400146484375
2026-04-29 14:03:00+00:00,269.6369934082031,348.7200012207031,424.5199890136719
2026-04-29 14:04:00+00:00,269.8399963378906,349.4599914550781,424.6400146484375
2026-04-29 14:05:00+00:00,269.9800109863281,348.8399963378906,424.6199951171875
2026-04-29 14:06:00+00:00,270.2699890136719,348.8699951171875,424.30999755859375
2026-04-29 14:07:00+00:00,269.8900146484375,348.80999755859375,424.17999267578125
2026-04-29 14:08:00+00:00,270.0899963378906,348.8699951171875,424.17999267578125
2026-04-29 14:09:00+00:00,269.75,348.8900146484375,424.55499267578125
2026-04-29 14:10:00+00:00,269.5790100097656,349.1300048828125,424.6499938964844
2026-04-29 14:11:00+00:00,269.5350036621094,349.1549987792969,424.3299865722656
2026-04-29 14:12:00+00:00,269.4049987792969,349.9800109863281,424.1499938964844
2026-04-29 14:13:00+00:00,269.2099914550781,349.5950012207031,423.92999267578125
2026-04-29 14:14:00+00:00,269.5050048828125,349.8699951171875,423.9949951171875
2026-04-29 14:15:00+00:00,269.43011474609375,349.6675109863281,423.3999938964844
2026-04-29 14:16:00+00:00,269.2698974609375,349.4696044921875,424.510009765625
2026-04-29 14:17:00+00:00,269.3699951171875,349.4700012207031,424.29998779296875
2026-04-29 14:18:00+00:00,269.3349914550781,349.8299865722656,424.4200134277344
2026-04-29 14:19:00+00:00,269.6400146484375,349.9849853515625,424.3349914550781
2026-04-29 14:20:00+00:00,269.260009765625,350.1400146484375,424.20001220703125
