Datetime,AAPL,GOOG,MSFT
2025-12-11 14:30:00+00:00,278.5899963378906,320.6400146484375,477.43499755859375
2025-12-11 14:31:00+00:00,278.7349853515625,320.010009765625,479.2099914550781
2025-12-11 14:32:00+00:00,278.8399963378906,320.6261901855469,478.68548583984375
2025-12-11 14:33:00+00:00,278.2099914550781,320.25,477.82000732421875
2025-12-11 14:34:00+00:00,278.1499938964844,319.8800048828125,477.92999267578125
2025-12-11 14:35:00+00:00,278.3900146484375,319.94500732421875,478.2300109863281
2025-12-11 14:36:00+00:00,277.9100036621094,319.6711120605469,478.1600036621094
2025-12-11 14:37:00+00:00,277.7449951171875,319.7300109863281,478.7099914550781
2025-12-11 14:38:00+00:00,277.54998779296875,319.3599853515625,479.32000732421875
2025-12-11 14:39:00+00:00,277.510009765625,319.07000732421875,478.67999267578125
2025-12-11 14:40:00+00:00,277.44000244140625,318.260009765625,479.0150146484375
2025-12-11 14:41:00+00:00,276.94000244140625,317.50250244140625,479.3550109863281
2025-12-11 14:42:00+00:00,276.4700012207031,317.7200012207031,480.0
2025-12-11 14:43:00+00:00,275.7650146484375,317.4800109863281,480.489990234375
2025-12-11 14:44:00+00:00,275.3055114746094,318.0,480.1000061035156
2025-12-11 14:45:00+00:00,275.1300048828125,317.269287109375,479.3999938964844
2025-12-11 14:46:00+00:00,274.9200134277344,316.5,479.55999755859375
2025-12-11 14:47:00+00:00,274.75,315.69500732421875,479.8349914550781
2025-12-11 14:48:00+00:00,274.7799987792969,316.0299987792969,480.0799865722656
2025-12-11 14:49:00+00:00,274.7799987792969,315.6340026855469,479.5874938964844
2025-12-11 14:50:00+00:00,274.6600036621094,315.239990234375,478.8800048828125
2025-12-11 14:51:00+00:00,274.89599609375,315.7099914550781,479.0249938964844
2025-12-11 14:52:00+00:00,274.67999267578125,315.69000244140625,478.45001220703125
2025-12-11 14:53:00+00:00,274.6368103027344,315.70001220703125,478.0299987792969
2025-12-11 14:54:00+00:00,274.67999267578125,316.0350036621094,477.67498779296875
2025-12-11 14:55:00+00:00,274.42999267578125,316.0199890136719,477.54998779296875
2025-12-11 14:56:00+00:00,274.0199890136719,315.3599853515625,477.3349914550781
2025-12-11 14:57:00+00:00,274.2200012207031,314.8399963378906,477.8700866699219
2025-12-11 14:58:00+00:00,274.4200134277344,314.7699890136719,478.0400085449219
2025-12-11 14:59:00+00:00,274.2099914550781,314.8399963378906,478.30999755859375
2025-12-11 15:00:00+00:00,274.2301025390625,314.7349853515625,478.6000061035156
2025-12-11 15:01:00+00:00,274.4800109863281,314.9200134277344,479.5
2025-12-11 15:02:00+00:00,274.42999267578125,315.4993896484375,479.6072998046875
2025-12-11 15:03:00+00:00,274.3900146484375,315.6300048828125,479.70001220703125
2025-12-11 15:04:00+00:00,274.69000244140625,315.55999755859375,479.5299987792969
2025-12-11 15:05:00+00:00,274.82989501953125,315.6400146484375,479.760009765625
2025-12-11 15:06:00+00:00,274.9649963378906,315.760009765625,480.2427978515625
2025-12-11 15:07:00+00:00,275.17999267578125,315.99200439453125,480.5899963378906
2025-12-11 15:08:00+00:00,275.3110046386719,316.25,481.2835998535156
2025-12-11 15:09:00+00:00,275.4377136230469,316.2799987792969,481.3800048828125
2025-12-11 15:10:00+00:00,275.2699890136719,315.70001220703125,481.3080139160156
2025-12-11 15:11:00+00:00,275.5799865722656,315.90899658203125,481.5299987792969
2025-12-11 15:12:00+00:00,275.9613037109375,316.1099853515625,481.7250061035156
2025-12-11 15:13:00+00:00,275.8699951171875,315.79998779296875,481.3800048828125
2025-12-11 15:14:00+00:00,276.17999267578125,316.0899963378906,481.70050048828125
2025-12-11 15:15:00+00:00,276.1050109863281,315.94000244140625,481.4700012207031
2025-12-11 15:16:00+00:00,275.8699951171875,315.88330078125,481.6000061035156
2025-12-11 15:17:00+00:00,275.95001220703125,316.45819091796875,481.6000061035156
2025-12-11 15:18:00+00:00,275.76251220703125,316.5199890136719,481.70001220703125
2025-12-11 15:19:00+00:00,275.9599914550781,316.8550109863281,481.5849914550781
2025-12-11 15:20:00+00:00,275.74749755859375,316.96728515625,481.5262145996094
2025-12-11 15:21:00+00:00,275.94000244140625,317.25,481.625
