,AAPL,GOOG,MSFT
2025-11-18 14:30:00+00:00,270.57989501953125,286.302490234375,
2025-11-18 14:31:00+00:00,269.3500061035156,285.1300048828125,
2025-11-18 14:32:00+00:00,269.57501220703125,287.75,
2025-11-18 14:33:00+00:00,269.3599853515625,288.18499755859375,
2025-11-18 14:34:00+00:00,269.1300048828125,287.81500244140625,
2025-11-18 14:35:00+00:00,269.2401123046875,286.4150085449219,
2025-11-18 14:36:00+00:00,269.489990234375,286.18951416015625,
2025-11-18 14:37:00+00:00,269.260009765625,286.260009765625,
2025-11-18 14:38:00+00:00,268.6820983886719,286.2650146484375,
2025-11-18 14:39:00+00:00,268.5199890136719,285.1700134277344,
2025-11-18 14:40:00+00:00,268.4649963378906,285.125,
2025-11-18 14:41:00+00:00,268.04998779296875,284.239990234375,
2025-11-18 14:42:00+00:00,267.8800048828125,284.7200012207031,
2025-11-18 14:43:00+00:00,268.05999755859375,284.0299987792969,
2025-11-18 14:44:00+00:00,267.79998779296875,283.75,
2025-11-18 14:45:00+00:00,268.6310119628906,284.6000061035156,
2025-11-18 14:46:00+00:00,268.29998779296875,284.54998779296875,
2025-11-18 14:47:00+00:00,267.6933898925781,283.614990234375,
2025-11-18 14:48:00+00:00,267.42999267578125,284.49798583984375,
2025-11-18 14:49:00+00:00,266.81500244140625,283.4800109863281,
2025-11-18 14:50:00+00:00,267.19989013671875,283.3299865722656,
2025-11-18 14:51:00+00:00,266.739990234375,283.70001220703125,
2025-11-18 14:52:00+00:00,266.70001220703125,283.8399963378906,
2025-11-18 14:53:00+00:00,266.760009765625,283.8349914550781,
2025-11-18 14:54:00+00:00,266.7654113769531,282.7300109863281,
2025-11-18 14:55:00+00:00,266.8599853515625,282.3299865722656,
2025-11-18 14:56:00+00:00,266.8500061035156,282.42498779296875,
2025-11-18 14:57:00+00:00,267.0400085449219,282.8299865722656,
2025-11-18 14:58:00+00:00,267.1000061035156,281.8349914550781,
2025-11-18 14:59:00+00:00,266.7300109863281,281.04998779296875,
2025-11-18 15:00:00+00:00,267.05999755859375,281.5899963378906,
2025-11-18 15:01:00+00:00,266.94000244140625,281.2099914550781,
2025-11-18 15:02:00+00:00,266.7900085449219,280.5,
2025-11-18 15:03:00+00:00,267.010009765625,280.7699890136719,
2025-11-18 15:04:00+00:00,266.54998779296875,280.8900146484375,
2025-11-18 15:05:00+00:00,266.2099914550781,280.9700012207031,
2025-11-18 15:06:00+00:00,266.4378967285156,281.3599853515625,
2025-11-18 15:07:00+00:00,266.7950134277344,281.5199890136719,
2025-11-18 15:08:00+00:00,266.77508544921875,281.8399963378906,
2025-11-18 15:09:00+00:00,266.8299865722656,281.5199890136719,
2025-11-18 15:10:00+00:00,266.7349853515625,281.2799987792969,
2025-11-18 15:11:00+00:00,266.25,280.6099853515625,
2025-11-18 15:12:00+00:00,266.32000732421875,280.1499938964844,
2025-11-18 15:13:00+00:00,266.4599914550781,281.3900146484375,
2025-11-18 15:14:00+00:00,266.5299987792969,281.489990234375,
2025-11-18 15:15:00+00:00,266.2349853515625,281.364990234375,
2025-11-18 15:16:00+00:00,265.8464050292969,281.0299987792969,
2025-11-18 15:17:00+00:00,265.53399658203125,281.2099914550781,
2025-11-18 15:18:00+00:00,265.5799865722656,281.6824951171875,
2025-11-18 15:19:00+00:00,266.1072082519531,282.260009765625,
2025-11-18 15:20:00+00:00,266.7900085449219,282.8500061035156,
2025-11-18 15:21:00+00:00,267.1199951171875,283.05499267578125,
2025-11-18 15:22:00+00:00,267.43450927734375,283.1300048828125,
2025-11-18 15:23:00+00:00,267.7300109863281,283.3500061035156,
2025-11-18 15:24:00+00:00,267.4649963378906,283.0450134277344,
2025-11-18 15:25:00+00:00,267.65301513671875,282.8699951171875,
2025-11-18 15:26:00+00:00,267.8949890136719,282.8999938964844,
2025-11-18 15:27:00+00:00,267.8399963378906,282.7755126953125,
2025-11-18 15:28:00+00:00,267.6231994628906,282.739990234375,
2025-11-18 15:29:00+00:00,267.6499938964844,282.3299865722656,
2025-11-18 15:30:00+00:00,268.0087890625,282.3890075683594,
2025-11-18 15:31:00+00:00,267.5899963378906,282.010009765625,
2025-11-18 15:32:00+00:00,268.07000732421875,282.5299987792969,
2025-11-18 15:33:00+00:00,267.9200134277344,281.9493103027344,
2025-11-18 15:34:00+00:00,267.8900146484375,281.5700988769531,
2025-11-18 15:35:00+00:00,267.5899963378906,281.32000732421875,
2025-11-18 15:36:00+00:00,267.5400085449219,281.1600036621094,
2025-11-18 15:37:00+00:00,267.2900085449219,281.07501220703125,
2025-11-18 15:38:00+00:00,267.3500061035156,281.3349914550781,
2025-11-18 15:39:00+00:00,267.29998779296875,281.07000732421875,
2025-11-18 15:40:00+00:00,267.1650085449219,280.7149963378906,
2025-11-18 15:41:00+00:00,267.5425109863281,281.625,
2025-11-18 15:42:00+00:00,267.0799865722656,281.0,
2025-11-18 15:43:00+00:00,267.1499938964844,280.67498779296875,
2025-11-18 15:44:00+00:00,267.55999755859375,281.21038818359375,
2025-11-18 15:45:00+00:00,267.5899963378906,280.9700012207031,
2025-11-18 15:46:00+00:00,267.7300109863281,281.1400146484375,
