,AAPL,GOOG,MSFT
2025-06-24 13:30:00+00:00,201.88580322265625,,488.875
2025-06-24 13:31:00+00:00,201.82000732421875,,489.659912109375
2025-06-24 13:32:00+00:00,202.4199981689453,,488.510009765625
2025-06-24 13:33:00+00:00,202.07000732421875,,488.26458740234375
2025-06-24 13:34:00+00:00,202.24000549316406,,488.7900085449219
2025-06-24 13:35:00+00:00,202.25,,488.8999938964844
2025-06-24 13:36:00+00:00,202.0399932861328,,488.9800109863281
2025-06-24 13:37:00+00:00,202.476806640625,,488.8500061035156
2025-06-24 13:38:00+00:00,202.10000610351562,,488.3999938964844
2025-06-24 13:39:00+00:00,202.2758026123047,,488.94000244140625
2025-06-24 13:40:00+00:00,202.3300018310547,,488.9200134277344
2025-06-24 13:41:00+00:00,202.19000244140625,,488.7200012207031
2025-06-24 13:42:00+00:00,202.02999877929688,,488.6000061035156
2025-06-24 13:43:00+00:00,202.09939575195312,,488.5150146484375
2025-06-24 13:44:00+00:00,201.85049438476562,,488.4100036621094
2025-06-24 13:45:00+00:00,201.49000549316406,,488.3299865722656
2025-06-24 13:46:00+00:00,201.36000061035156,,488.44000244140625
2025-06-24 13:47:00+00:00,201.38499450683594,,488.3450012207031
2025-06-24 13:48:00+00:00,201.44500732421875,,488.1499938964844
2025-06-24 13:49:00+00:00,201.1999053955078,,487.75
2025-06-24 13:50:00+00:00,201.0800018310547,,487.3900146484375
2025-06-24 13:51:00+00:00,200.94000244140625,,487.17498779296875
2025-06-24 13:52:00+00:00,200.6298065185547,,487.389892578125
2025-06-24 13:53:00+00:00,200.64999389648438,,487.125
2025-06-24 13:54:00+00:00,200.36500549316406,,487.07989501953125
2025-06-24 13:55:00+00:00,200.4499969482422,,487.2099914550781
2025-06-24 13:56:00+00:00,200.38999938964844,,487.80499267578125
2025-06-24 13:57:00+00:00,200.65879821777344,,487.5950012207031
2025-06-24 13:58:00+00:00,200.61000061035156,,487.56500244140625
2025-06-24 13:59:00+00:00,200.4199981689453,,487.5249938964844
2025-06-24 14:00:00+00:00,200.3000030517578,,487.614990234375
2025-06-24 14:03:00+00:00,200.66819763183594,,487.6700134277344
2025-06-24 14:04:00+00:00,200.9600067138672,,487.8800048828125
2025-06-24 14:05:00+00:00,201.1199951171875,,488.010009765625
2025-06-24 14:06:00+00:00,201.04029846191406,,487.7275085449219
2025-06-24 14:07:00+00:00,200.85000610351562,,487.82940673828125
2025-06-24 14:08:00+00:00,200.7281951904297,,487.57000732421875
2025-06-24 14:09:00+00:00,200.7100067138672,,487.75
2025-06-24 14:10:00+00:00,200.7100067138672,,487.864990234375
2025-06-24 14:11:00+00:00,200.9199981689453,,487.7699890136719
2025-06-24 14:12:00+00:00,200.92999267578125,,487.6300048828125
2025-06-24 14:13:00+00:00,200.85000610351562,,487.6549987792969
2025-06-24 14:14:00+00:00,200.73959350585938,,487.6600036621094
2025-06-24 14:15:00+00:00,200.6649932861328,,487.82000732421875
2025-06-24 14:16:00+00:00,200.7550048828125,,487.75
2025-06-24 14:17:00+00:00,200.90499877929688,,488.1000061035156
2025-06-24 14:18:00+00:00,200.92999267578125,,488.0
2025-06-24 14:19:00+00:00,200.97000122070312,,487.9100036621094
2025-06-24 14:20:00+00:00,201.05499267578125,,487.91448974609375
2025-06-24 14:21:00+00:00,201.05999755859375,,487.94500732421875
2025-06-24 14:22:00+00:00,201.02000427246094,,487.9649963378906
2025-06-24 14:23:00+00:00,201.14999389648438,,487.8599853515625
2025-06-24 14:24:00+00:00,201.210205078125,,487.9200134277344
2025-06-24 14:25:00+00:00,201.24000549316406,,487.8999938964844
2025-06-24 14:26:00+00:00,201.22999572753906,,487.8699951171875
2025-06-24 14:27:00+00:00,201.10000610351562,,487.9150085449219
2025-06-24 14:28:00+00:00,201.05999755859375,,487.7799987792969
2025-06-24 14:29:00+00:00,200.9822998046875,,487.5450134277344
2025-06-24 14:30:00+00:00,201.01980590820312,,487.6199951171875
2025-06-24 14:31:00+00:00,201.05499267578125,,487.8699951171875
2025-06-24 14:32:00+00:00,201.11000061035156,,487.8699951171875
2025-06-24 14:33:00+00:00,201.00999450683594,,487.57000732421875
2025-06-24 14:34:00+00:00,201.14999389648438,,487.7349853515625
2025-06-24 14:35:00+00:00,201.22979736328125,,487.5935974121094
2025-06-24 14:36:00+00:00,201.0399932861328,,487.54998779296875
2025-06-24 14:37:00+00:00,201.02999877929688,,487.5400085449219
2025-06-24 14:38:00+00:00,200.98370361328125,,487.489990234375
2025-06-24 14:39:00+00:00,200.99000549316406,,487.7049865722656
2025-06-24 14:40:00+00:00,201.1199951171875,,487.7099914550781
2025-06-24 14:41:00+00:00,201.30999755859375,,487.9800109863281
2025-06-24 14:42:00+00:00,201.35000610351562,,488.1000061035156
2025-06-24 14:43:00+00:00,201.3249969482422,,488.0799865722656
